CEP Inicial;CEP Final;UF;IBGE do Município;Nome do Município (Base IBGE);Base;Risco;Prazo;Tipo de Atendimento;Localidade Comercial;Geografia Comercial
65636887;65636887;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637050;65637050;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637090;65637090;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637120;65637120;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637575;65637575;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637577;65637577;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65637875;65637875;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65638075;65638080;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65638135;65638135;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65638385;65638385;MA;2112209;TIMON;SLX;Padrão;18;Atendido;Interior;MAB
65690000;65690000;MA;2103505;COLINAS;SLX;Padrão;18;Atendido;Interior;MAB
65700000;65700000;MA;2101202;BACABAL;SLX;Padrão;16;Atendido;Interior;MAI
65715000;65715000;MA;2105708;LAGO DA PEDRA;SLX;Padrão;20;Atendido;Interior;MAB
65725000;65725000;MA;2108207;PEDREIRAS;SLX;Padrão;16;Atendido;Interior;MAI
65727000;65727000;MA;2112233;TRIZIDELA DO VALE;SLX;Padrão;20;Atendido;Interior;MAI
65760000;65760000;MA;2109106;PRESIDENTE DUTRA;SLX;Padrão;18;Atendido;Interior;MAI
65765000;65765000;MA;2103802;DOM PEDRO;SLX;Padrão;18;Atendido;Interior;MAB
65800000;65800000;MA;2101400;BALSAS;SLI;Padrão;15;Atendido;Interior;MAB
65900000;65900900;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65901000;65901840;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65903000;65903900;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65904160;65905594;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65906010;65908412;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65909001;65913716;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65914000;65914772;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65915000;65915090;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65915500;65916315;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65916330;65916360;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65916380;65916485;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65916495;65916495;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65916550;65916550;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65916640;65919555;MA;2105302;IMPERATRIZ;SLI;Padrão;9;Atendido;Interior;MAI
65922000;65922000;MA;2105500;JOAO LISBOA;SLI;Padrão;12;Atendido;Interior;MAB
65927000;65927000;MA;2103752;DAVINOPOLIS;SLI;Padrão;12;Atendido;Interior;MAB
65930000;65930000;MA;2100055;ACAILANDIA;SLI;Padrão;13;Atendido;Interior;MAB
65940000;65940000;MA;2104800;GRAJAU;SLI;Padrão;15;Atendido;Interior;MAB
65950000;65950000;MA;2101608;BARRA DO CORDA;SLX;Padrão;16;Atendido;Interior;MAI
65970000;65970000;MA;2109007;PORTO FRANCO;SLI;Padrão;16;Atendido;Interior;MAB
66010000;66010904;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66013000;66015903;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66017000;66017905;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66019010;66023902;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66025000;66025845;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66026002;66033850;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66035010;66040903;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66045000;66053907;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66055000;66055906;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66060000;66063904;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66065001;66075900;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66077000;66080012;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66080014;66080840;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66083000;66083001;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66083008;66083341;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66083345;66083445;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66083449;66085027;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66085029;66085432;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66085434;66090904;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66093005;66093036;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66093039;66093051;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66093053;66093908;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66095010;66095815;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66095820;66113902;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66115000;66115900;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66117005;66117014;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66120001;66120901;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66123000;66613457;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66613459;66613911;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66615000;66623860;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66625002;66635924;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66640000;66640562;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66640568;66645902;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66650000;66670810;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66670830;66690825;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690829;66690829;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690831;66690831;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690833;66690833;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690835;66690835;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690837;66690837;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690839;66690839;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690841;66690841;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690843;66690843;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66690850;66810690;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66811000;66811882;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66812000;66840890;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66842010;66845260;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66845670;66845840;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66846010;66846010;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
66920166;66920166;PA;1501402;BELEM;BEK;Padrão;11;Atendido;Capital;PAC
67010030;67010578;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67010595;67013095;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67013098;67015800;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67020000;67020320;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67020328;67020901;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67030000;67030002;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67030015;67030017;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67030019;67030761;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67030763;67030901;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67031002;67031002;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67031030;67031036;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67032011;67033004;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033007;67033221;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033229;67033711;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033719;67033724;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033729;67033731;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033736;67033841;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67033848;67033898;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67035015;67035100;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67035440;67100020;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67100200;67100680;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67103820;67103820;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67110040;67110900;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67113000;67113010;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67113020;67113903;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67115000;67115015;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67115030;67115300;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67115316;67115840;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67118002;67118005;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67118007;67118262;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67118266;67133003;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67133008;67133845;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67140000;67140005;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67140020;67140880;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67143010;67190900;PA;1500800;ANANINDEUA;BEK;Padrão;12;Atendido;Interior;PAI
67200000;67200901;PA;1504422;MARITUBA;BEK;Padrão;16;Atendido;Interior;PAI
68005000;68005397;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68005399;68005670;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68010000;68010740;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68015000;68020580;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68020584;68020762;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68020768;68020771;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68020778;68020900;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68022010;68030060;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68030065;68030810;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68035000;68035840;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68037001;68037001;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68037255;68040075;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68040088;68040350;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68040355;68040510;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68040525;68040568;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68040572;68040850;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68041005;68045620;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68046000;68050165;PA;1506807;SANTAREM;STM;Padrão;8;Atendido;Interior;PAI
68455005;68455903;PA;1508100;TUCURUI;BEK;Padrão;11;Atendido;Interior;PAI
68456000;68458901;PA;1508100;TUCURUI;BEK;Padrão;11;Atendido;Interior;PAI
68459000;68460288;PA;1508100;TUCURUI;BEK;Padrão;11;Atendido;Interior;PAI
68460900;68460900;PA;1508100;TUCURUI;BEK;Padrão;11;Atendido;Interior;PAI
68500005;68500606;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68501000;68501901;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68502000;68506901;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68507000;68507905;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68508000;68508485;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68509000;68513865;PA;1504208;MARABA;BEK;Padrão;13;Atendido;Interior;PAI
68515000;68515000;PA;1505536;PARAUAPEBAS;BEK;Padrão;13;Atendido;Interior;PAI
68540000;68540000;PA;1502707;CONCEICAO DO ARAGUAIA;PMW;Padrão;18;Atendido;Interior;PAB
68550005;68551875;PA;1506138;REDENCAO;PMW;Padrão;18;Atendido;Interior;PAB
68552010;68552847;PA;1506138;REDENCAO;PMW;Padrão;18;Atendido;Interior;PAB
68553000;68554765;PA;1506138;REDENCAO;PMW;Padrão;18;Atendido;Interior;PAB
68555006;68555625;PA;1508407;XINGUARA;PMW;Padrão;18;Atendido;Interior;PAB
68555635;68555907;PA;1508407;XINGUARA;PMW;Padrão;18;Atendido;Interior;PAB
68556000;68557900;PA;1508407;XINGUARA;PMW;Padrão;18;Atendido;Interior;PAB
68559600;68559600;PA;1508407;XINGUARA;PMW;Padrão;18;Atendido;Interior;PAB
68600000;68600000;PA;1501709;BRAGANCA;BEK;Padrão;15;Atendido;Interior;PAI
68625005;68625620;PA;1505502;PARAGOMINAS;BEK;Padrão;13;Atendido;Interior;PAI
68626000;68626769;PA;1505502;PARAGOMINAS;BEK;Padrão;13;Atendido;Interior;PAI
68627000;68630889;PA;1505502;PARAGOMINAS;BEK;Padrão;13;Atendido;Interior;PAI
68660000;68660000;PA;1507607;SAO MIGUEL DO GUAMA;BEK;Padrão;14;Atendido;Interior;PAI
68675000;68675000;PA;1504059;MAE DO RIO;BEK;Padrão;14;Atendido;Interior;PAI
68700005;68700755;PA;1502202;CAPANEMA;BEK;Padrão;15;Atendido;Interior;PAI
68701010;68704122;PA;1502202;CAPANEMA;BEK;Padrão;15;Atendido;Interior;PAI
68740020;68740050;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68740060;68740611;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68741000;68741018;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68741030;68741790;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68742006;68742898;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68743000;68744020;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68744025;68746890;PA;1502400;CASTANHAL;BEK;Padrão;14;Atendido;Interior;PAI
68795000;68795000;PA;1501501;BENEVIDES;BEK;Padrão;15;Atendido;Interior;PAI
68900010;68900918;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68901016;68901901;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68902000;68902906;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68903001;68903913;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68904001;68904814;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68905010;68905462;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68905466;68905881;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68905887;68906122;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68906124;68906126;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68906129;68906131;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68906139;68906141;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68906146;68906910;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68907010;68908001;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68908005;68908016;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68908019;68908898;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68908900;68908911;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68909000;68909371;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68909379;68909381;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68909383;68909898;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68911004;68911516;AP;1600303;MACAPA;MCP;Padrão;16;Atendido;Capital;APC
68925001;68925037;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925043;68925076;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925090;68925090;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925099;68925102;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925118;68925123;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925132;68925132;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925150;68925150;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925156;68925156;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925162;68925162;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925168;68925168;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925174;68925177;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925183;68925186;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925192;68925195;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925201;68925201;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925207;68925220;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925222;68925223;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925228;68925231;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925237;68925262;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925282;68925290;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68925298;68925342;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926004;68926021;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926028;68926028;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926036;68926036;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926052;68926056;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926064;68926064;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926072;68926072;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926080;68926102;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926110;68926130;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926150;68926150;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926158;68926174;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926186;68926190;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926198;68926350;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926360;68926361;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926375;68926395;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68926405;68927000;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927006;68927012;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927024;68927030;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927039;68927042;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927048;68927051;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927057;68927066;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927075;68927096;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927102;68927102;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927116;68927119;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927125;68927128;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927137;68927149;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927155;68927185;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927194;68927221;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927227;68927227;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927236;68927236;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927242;68927245;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927251;68927251;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927257;68927260;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927269;68927284;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927290;68927290;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927302;68927302;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927311;68927326;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927332;68927353;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927363;68927372;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927378;68927378;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927384;68927387;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927393;68927405;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927411;68927423;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68927429;68927459;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928006;68928006;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928012;68928012;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928021;68928036;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928042;68928048;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928060;68928087;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928093;68928093;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928099;68928108;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928114;68928130;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928136;68928145;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928151;68928160;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928166;68928166;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928172;68928175;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928181;68928184;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928190;68928193;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928199;68928202;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928208;68928214;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928220;68928229;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928235;68928238;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928244;68928244;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928250;68928304;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928310;68928325;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928331;68928331;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928337;68928340;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68928346;68929512;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68929514;68929546;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68929548;68929548;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68929550;68929566;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68929568;68929573;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
68929575;68933015;AP;1600600;SANTANA;MCP;Padrão;26;Atendido;Interior;API
69001009;69004016;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69004760;69005901;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69006240;69007002;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69007006;69007430;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69007890;69008452;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69009000;69009610;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69009650;69009650;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69009720;69010904;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69015000;69015730;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69015788;69018221;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69018242;69018498;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69018549;69020901;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69021005;69022780;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69023000;69028173;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69028176;69033132;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69033138;69034300;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69034303;69034303;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69034307;69034307;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
69034650;69036850;AM;1302603;MANAUS;MAX;Padrão;15;Atendido;Capital;AMC
